priority,score,business_name,niche,city,zone,normalized_phone,phone_status,whatsapp_verification_status,whatsapp_verified_at,whatsapp_verification_notes,whatsapp_url,message,demo_url,homepage_url,message_char_count,encoded_url_length,url_validation_status,status,last_contacted,follow_up_date,response_status,opened_at,follow_up_url,follow_up_message,notes
B,8,El Samurai,Restaurante boutique,CDMX,Del Valle,525555231469,valid_format_only,bypassed_by_user,,,https://wa.me/525555231469?text=Hola%2C%20vi%20que%20su%20negocio%20tiene%20presencia%20en%20Google%20Maps%20y%20reputaci%C3%B3n%20local.%0A%0ASomos%20Nexo%20Local%20Studio.%20Hacemos%20p%C3%A1ginas%20web%20r%C3%A1pidas%20y%20profesionales%20para%20negocios%20locales%2C%20conectadas%20a%20WhatsApp%2C%20ubicaci%C3%B3n%20y%20formularios.%0A%0APueden%20ver%20los%20ejemplos%20de%20Nexo%20Local%20Studio%20aqu%C3%AD%3A%0Ahttps%3A%2F%2Fnexo-local-studio-public.vercel.app%2Fdemos%0A%0APrecios%20desde%20%242%2C500%20MXN.%0A%0ASi%20les%20interesa%2C%20podemos%20enviarles%20una%20propuesta%20breve.%20Si%20no%20les%20interesa%20recibir%20m%C3%A1s%20mensajes%2C%20d%C3%ADgannos%20baja.,"Hola, vi que su negocio tiene presencia en Google Maps y reputación local.

Somos Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Pueden ver los ejemplos de Nexo Local Studio aquí:
https://nexo-local-studio-public.vercel.app/demos

Precios desde $2,500 MXN.

Si les interesa, podemos enviarles una propuesta breve. Si no les interesa recibir más mensajes, dígannos baja.",https://nexo-local-studio-public.vercel.app/demos/restaurante,https://nexo-local-studio-public.vercel.app/demos,457,680,url_valid,ready_to_review,,,,,,,Fuente pública OpenStreetMap; sin website/contact:website registrado; revisar manualmente antes de contactar.
B,8,Konditori,Restaurante boutique,CDMX,Del Valle,525585000852,valid_format_only,bypassed_by_user,,,https://wa.me/525585000852?text=Hola%2C%20vi%20que%20su%20negocio%20tiene%20presencia%20en%20Google%20Maps%20y%20reputaci%C3%B3n%20local.%0A%0ASomos%20Nexo%20Local%20Studio.%20Hacemos%20p%C3%A1ginas%20web%20r%C3%A1pidas%20y%20profesionales%20para%20negocios%20locales%2C%20conectadas%20a%20WhatsApp%2C%20ubicaci%C3%B3n%20y%20formularios.%0A%0APueden%20ver%20los%20ejemplos%20de%20Nexo%20Local%20Studio%20aqu%C3%AD%3A%0Ahttps%3A%2F%2Fnexo-local-studio-public.vercel.app%2Fdemos%0A%0APrecios%20desde%20%242%2C500%20MXN.%0A%0ASi%20les%20interesa%2C%20podemos%20enviarles%20una%20propuesta%20breve.%20Si%20no%20les%20interesa%20recibir%20m%C3%A1s%20mensajes%2C%20d%C3%ADgannos%20baja.,"Hola, vi que su negocio tiene presencia en Google Maps y reputación local.

Somos Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Pueden ver los ejemplos de Nexo Local Studio aquí:
https://nexo-local-studio-public.vercel.app/demos

Precios desde $2,500 MXN.

Si les interesa, podemos enviarles una propuesta breve. Si no les interesa recibir más mensajes, dígannos baja.",https://nexo-local-studio-public.vercel.app/demos/restaurante,https://nexo-local-studio-public.vercel.app/demos,457,680,url_valid,ready_to_review,,,,,,,Fuente pública OpenStreetMap; sin website/contact:website registrado; revisar manualmente antes de contactar.
B,8,Nagaoka,Restaurante boutique,CDMX,Del Valle,525555439530,valid_format_only,bypassed_by_user,,,https://wa.me/525555439530?text=Hola%2C%20vi%20que%20su%20negocio%20tiene%20presencia%20en%20Google%20Maps%20y%20reputaci%C3%B3n%20local.%0A%0ASomos%20Nexo%20Local%20Studio.%20Hacemos%20p%C3%A1ginas%20web%20r%C3%A1pidas%20y%20profesionales%20para%20negocios%20locales%2C%20conectadas%20a%20WhatsApp%2C%20ubicaci%C3%B3n%20y%20formularios.%0A%0APueden%20ver%20los%20ejemplos%20de%20Nexo%20Local%20Studio%20aqu%C3%AD%3A%0Ahttps%3A%2F%2Fnexo-local-studio-public.vercel.app%2Fdemos%0A%0APrecios%20desde%20%242%2C500%20MXN.%0A%0ASi%20les%20interesa%2C%20podemos%20enviarles%20una%20propuesta%20breve.%20Si%20no%20les%20interesa%20recibir%20m%C3%A1s%20mensajes%2C%20d%C3%ADgannos%20baja.,"Hola, vi que su negocio tiene presencia en Google Maps y reputación local.

Somos Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Pueden ver los ejemplos de Nexo Local Studio aquí:
https://nexo-local-studio-public.vercel.app/demos

Precios desde $2,500 MXN.

Si les interesa, podemos enviarles una propuesta breve. Si no les interesa recibir más mensajes, dígannos baja.",https://nexo-local-studio-public.vercel.app/demos/restaurante,https://nexo-local-studio-public.vercel.app/demos,457,680,url_valid,ready_to_review,,,,,,,Fuente pública OpenStreetMap; sin website/contact:website registrado; revisar manualmente antes de contactar.
B,8,Frankfurt,Restaurante boutique,CDMX,Roma-Condesa,525552560767,valid_format_only,bypassed_by_user,,,https://wa.me/525552560767?text=Hola%2C%20vi%20que%20su%20negocio%20tiene%20presencia%20en%20Google%20Maps%20y%20reputaci%C3%B3n%20local.%0A%0ASomos%20Nexo%20Local%20Studio.%20Hacemos%20p%C3%A1ginas%20web%20r%C3%A1pidas%20y%20profesionales%20para%20negocios%20locales%2C%20conectadas%20a%20WhatsApp%2C%20ubicaci%C3%B3n%20y%20formularios.%0A%0APueden%20ver%20los%20ejemplos%20de%20Nexo%20Local%20Studio%20aqu%C3%AD%3A%0Ahttps%3A%2F%2Fnexo-local-studio-public.vercel.app%2Fdemos%0A%0APrecios%20desde%20%242%2C500%20MXN.%0A%0ASi%20les%20interesa%2C%20podemos%20enviarles%20una%20propuesta%20breve.%20Si%20no%20les%20interesa%20recibir%20m%C3%A1s%20mensajes%2C%20d%C3%ADgannos%20baja.,"Hola, vi que su negocio tiene presencia en Google Maps y reputación local.

Somos Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Pueden ver los ejemplos de Nexo Local Studio aquí:
https://nexo-local-studio-public.vercel.app/demos

Precios desde $2,500 MXN.

Si les interesa, podemos enviarles una propuesta breve. Si no les interesa recibir más mensajes, dígannos baja.",https://nexo-local-studio-public.vercel.app/demos/restaurante,https://nexo-local-studio-public.vercel.app/demos,457,680,url_valid,ready_to_review,,,,,,,Fuente pública OpenStreetMap; sin website/contact:website registrado; revisar manualmente antes de contactar.
B,8,Specia,Restaurante boutique,CDMX,Roma-Condesa,525555641367,valid_format_only,bypassed_by_user,,,https://wa.me/525555641367?text=Hola%2C%20vi%20que%20su%20negocio%20tiene%20presencia%20en%20Google%20Maps%20y%20reputaci%C3%B3n%20local.%0A%0ASomos%20Nexo%20Local%20Studio.%20Hacemos%20p%C3%A1ginas%20web%20r%C3%A1pidas%20y%20profesionales%20para%20negocios%20locales%2C%20conectadas%20a%20WhatsApp%2C%20ubicaci%C3%B3n%20y%20formularios.%0A%0APueden%20ver%20los%20ejemplos%20de%20Nexo%20Local%20Studio%20aqu%C3%AD%3A%0Ahttps%3A%2F%2Fnexo-local-studio-public.vercel.app%2Fdemos%0A%0APrecios%20desde%20%242%2C500%20MXN.%0A%0ASi%20les%20interesa%2C%20podemos%20enviarles%20una%20propuesta%20breve.%20Si%20no%20les%20interesa%20recibir%20m%C3%A1s%20mensajes%2C%20d%C3%ADgannos%20baja.,"Hola, vi que su negocio tiene presencia en Google Maps y reputación local.

Somos Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Pueden ver los ejemplos de Nexo Local Studio aquí:
https://nexo-local-studio-public.vercel.app/demos

Precios desde $2,500 MXN.

Si les interesa, podemos enviarles una propuesta breve. Si no les interesa recibir más mensajes, dígannos baja.",https://nexo-local-studio-public.vercel.app/demos/restaurante,https://nexo-local-studio-public.vercel.app/demos,457,680,url_valid,ready_to_review,,,,,,,Fuente pública OpenStreetMap; sin website/contact:website registrado; revisar manualmente antes de contactar.
B,8,La Tavola,Restaurante boutique,CDMX,Del Valle,525555437360,valid_format_only,bypassed_by_user,,,https://wa.me/525555437360?text=Hola%2C%20vi%20que%20su%20negocio%20tiene%20presencia%20en%20Google%20Maps%20y%20reputaci%C3%B3n%20local.%0A%0ASomos%20Nexo%20Local%20Studio.%20Hacemos%20p%C3%A1ginas%20web%20r%C3%A1pidas%20y%20profesionales%20para%20negocios%20locales%2C%20conectadas%20a%20WhatsApp%2C%20ubicaci%C3%B3n%20y%20formularios.%0A%0APueden%20ver%20los%20ejemplos%20de%20Nexo%20Local%20Studio%20aqu%C3%AD%3A%0Ahttps%3A%2F%2Fnexo-local-studio-public.vercel.app%2Fdemos%0A%0APrecios%20desde%20%242%2C500%20MXN.%0A%0ASi%20les%20interesa%2C%20podemos%20enviarles%20una%20propuesta%20breve.%20Si%20no%20les%20interesa%20recibir%20m%C3%A1s%20mensajes%2C%20d%C3%ADgannos%20baja.,"Hola, vi que su negocio tiene presencia en Google Maps y reputación local.

Somos Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Pueden ver los ejemplos de Nexo Local Studio aquí:
https://nexo-local-studio-public.vercel.app/demos

Precios desde $2,500 MXN.

Si les interesa, podemos enviarles una propuesta breve. Si no les interesa recibir más mensajes, dígannos baja.",https://nexo-local-studio-public.vercel.app/demos/restaurante,https://nexo-local-studio-public.vercel.app/demos,457,680,url_valid,ready_to_review,,,,,,,Fuente pública OpenStreetMap; sin website/contact:website registrado; revisar manualmente antes de contactar.
B,8,Ruben's Hamburgers Insurgentes,Restaurante boutique,CDMX,Insurgentes,525556825341,valid_format_only,bypassed_by_user,,,https://wa.me/525556825341?text=Hola%2C%20vi%20que%20su%20negocio%20tiene%20presencia%20en%20Google%20Maps%20y%20reputaci%C3%B3n%20local.%0A%0ASomos%20Nexo%20Local%20Studio.%20Hacemos%20p%C3%A1ginas%20web%20r%C3%A1pidas%20y%20profesionales%20para%20negocios%20locales%2C%20conectadas%20a%20WhatsApp%2C%20ubicaci%C3%B3n%20y%20formularios.%0A%0APueden%20ver%20los%20ejemplos%20de%20Nexo%20Local%20Studio%20aqu%C3%AD%3A%0Ahttps%3A%2F%2Fnexo-local-studio-public.vercel.app%2Fdemos%0A%0APrecios%20desde%20%242%2C500%20MXN.%0A%0ASi%20les%20interesa%2C%20podemos%20enviarles%20una%20propuesta%20breve.%20Si%20no%20les%20interesa%20recibir%20m%C3%A1s%20mensajes%2C%20d%C3%ADgannos%20baja.,"Hola, vi que su negocio tiene presencia en Google Maps y reputación local.

Somos Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Pueden ver los ejemplos de Nexo Local Studio aquí:
https://nexo-local-studio-public.vercel.app/demos

Precios desde $2,500 MXN.

Si les interesa, podemos enviarles una propuesta breve. Si no les interesa recibir más mensajes, dígannos baja.",https://nexo-local-studio-public.vercel.app/demos/restaurante,https://nexo-local-studio-public.vercel.app/demos,457,680,url_valid,ready_to_review,,,,,,,Fuente pública OpenStreetMap; sin website/contact:website registrado; revisar manualmente antes de contactar.
B,8,Deigo,Restaurante boutique,CDMX,Del Valle,525556056317,valid_format_only,bypassed_by_user,,,https://wa.me/525556056317?text=Hola%2C%20vi%20que%20su%20negocio%20tiene%20presencia%20en%20Google%20Maps%20y%20reputaci%C3%B3n%20local.%0A%0ASomos%20Nexo%20Local%20Studio.%20Hacemos%20p%C3%A1ginas%20web%20r%C3%A1pidas%20y%20profesionales%20para%20negocios%20locales%2C%20conectadas%20a%20WhatsApp%2C%20ubicaci%C3%B3n%20y%20formularios.%0A%0APueden%20ver%20los%20ejemplos%20de%20Nexo%20Local%20Studio%20aqu%C3%AD%3A%0Ahttps%3A%2F%2Fnexo-local-studio-public.vercel.app%2Fdemos%0A%0APrecios%20desde%20%242%2C500%20MXN.%0A%0ASi%20les%20interesa%2C%20podemos%20enviarles%20una%20propuesta%20breve.%20Si%20no%20les%20interesa%20recibir%20m%C3%A1s%20mensajes%2C%20d%C3%ADgannos%20baja.,"Hola, vi que su negocio tiene presencia en Google Maps y reputación local.

Somos Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Pueden ver los ejemplos de Nexo Local Studio aquí:
https://nexo-local-studio-public.vercel.app/demos

Precios desde $2,500 MXN.

Si les interesa, podemos enviarles una propuesta breve. Si no les interesa recibir más mensajes, dígannos baja.",https://nexo-local-studio-public.vercel.app/demos/restaurante,https://nexo-local-studio-public.vercel.app/demos,457,680,url_valid,ready_to_review,,,,,,,Fuente pública OpenStreetMap; sin website/contact:website registrado; revisar manualmente antes de contactar.
B,8,El Rincón del Parque,Restaurante boutique,CDMX,Del Valle,525556056831,valid_format_only,bypassed_by_user,,,https://wa.me/525556056831?text=Hola%2C%20vi%20que%20su%20negocio%20tiene%20presencia%20en%20Google%20Maps%20y%20reputaci%C3%B3n%20local.%0A%0ASomos%20Nexo%20Local%20Studio.%20Hacemos%20p%C3%A1ginas%20web%20r%C3%A1pidas%20y%20profesionales%20para%20negocios%20locales%2C%20conectadas%20a%20WhatsApp%2C%20ubicaci%C3%B3n%20y%20formularios.%0A%0APueden%20ver%20los%20ejemplos%20de%20Nexo%20Local%20Studio%20aqu%C3%AD%3A%0Ahttps%3A%2F%2Fnexo-local-studio-public.vercel.app%2Fdemos%0A%0APrecios%20desde%20%242%2C500%20MXN.%0A%0ASi%20les%20interesa%2C%20podemos%20enviarles%20una%20propuesta%20breve.%20Si%20no%20les%20interesa%20recibir%20m%C3%A1s%20mensajes%2C%20d%C3%ADgannos%20baja.,"Hola, vi que su negocio tiene presencia en Google Maps y reputación local.

Somos Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Pueden ver los ejemplos de Nexo Local Studio aquí:
https://nexo-local-studio-public.vercel.app/demos

Precios desde $2,500 MXN.

Si les interesa, podemos enviarles una propuesta breve. Si no les interesa recibir más mensajes, dígannos baja.",https://nexo-local-studio-public.vercel.app/demos/restaurante,https://nexo-local-studio-public.vercel.app/demos,457,680,url_valid,ready_to_review,,,,,,,Fuente pública OpenStreetMap; sin website/contact:website registrado; revisar manualmente antes de contactar.
B,8,Garabatos Insurgentes,Restaurante boutique,CDMX,Insurgentes,525555439448,valid_format_only,bypassed_by_user,,,https://wa.me/525555439448?text=Hola%2C%20vi%20que%20su%20negocio%20tiene%20presencia%20en%20Google%20Maps%20y%20reputaci%C3%B3n%20local.%0A%0ASomos%20Nexo%20Local%20Studio.%20Hacemos%20p%C3%A1ginas%20web%20r%C3%A1pidas%20y%20profesionales%20para%20negocios%20locales%2C%20conectadas%20a%20WhatsApp%2C%20ubicaci%C3%B3n%20y%20formularios.%0A%0APueden%20ver%20los%20ejemplos%20de%20Nexo%20Local%20Studio%20aqu%C3%AD%3A%0Ahttps%3A%2F%2Fnexo-local-studio-public.vercel.app%2Fdemos%0A%0APrecios%20desde%20%242%2C500%20MXN.%0A%0ASi%20les%20interesa%2C%20podemos%20enviarles%20una%20propuesta%20breve.%20Si%20no%20les%20interesa%20recibir%20m%C3%A1s%20mensajes%2C%20d%C3%ADgannos%20baja.,"Hola, vi que su negocio tiene presencia en Google Maps y reputación local.

Somos Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Pueden ver los ejemplos de Nexo Local Studio aquí:
https://nexo-local-studio-public.vercel.app/demos

Precios desde $2,500 MXN.

Si les interesa, podemos enviarles una propuesta breve. Si no les interesa recibir más mensajes, dígannos baja.",https://nexo-local-studio-public.vercel.app/demos/restaurante,https://nexo-local-studio-public.vercel.app/demos,457,680,url_valid,ready_to_review,,,,,,,Fuente pública OpenStreetMap; sin website/contact:website registrado; revisar manualmente antes de contactar.
